timestamp_ms,ax,ay,az,gx,gy,gz,wheel_pulse
388255,445,259,4146,-69,773,-22,238
388260,406,-235,888,124,772,-25,238
388265,293,315,2384,-211,-256,86,238
388270,-29,179,1920,-34,-597,-55,238
388275,-161,-321,2640,86,-1051,-147,238
388280,-113,417,3160,126,-1341,-171,238
388285,154,72,5664,-654,-1440,-329,238
388290,-317,-671,2808,-15,-915,-454,238
388295,-59,-1106,6455,150,-1637,-326,238
388300,384,-178,8526,-158,-1137,1,238
388305,426,535,4528,406,-298,94,238
388310,522,-493,5832,167,-489,-36,238
388315,508,-505,5934,601,390,-77,238
388320,419,-166,3711,231,1020,17,238
388325,639,-1127,173,-339,945,40,238
388330,508,76,3001,225,-328,212,238
388335,370,811,3382,-25,-640,175,238
388340,409,135,2328,-301,-931,6,238
388345,207,398,5090,-275,-1647,-91,238
388350,40,898,3794,134,-1230,-258,238
388355,138,1028,6697,-352,-1365,-526,238
388360,328,-85,6439,-536,-538,-789,238
388365,213,-706,2266,-292,261,-804,238
388370,620,-1036,5361,110,-858,-647,238
388375,524,-796,5099,239,-753,-381,238
388380,355,-768,4857,-181,-457,76,238
388385,405,-85,5505,-327,-628,474,238
388390,191,389,5288,-126,-283,559,238
388395,125,-43,5314,5,302,460,239
388400,-24,-377,3757,132,903,379,239
388405,12,5,3464,-56,1032,347,239
388410,364,-132,4925,51,1264,192,239
388415,390,68,1993,308,1733,-51,239
388420,928,-222,5679,147,389,-224,239
388425,282,144,2222,-452,678,-93,239
388430,449,-127,3621,265,-657,-189,239
388435,1246,626,8331,485,-1779,-230,239
388440,750,928,2511,-542,-356,-204,239
388445,185,655,4185,-568,-1031,-548,239
388450,465,-143,8912,-1120,-1373,-781,239
388455,275,-355,3559,-1141,490,-820,239
388460,74,-3,4334,-827,343,-824,239
388465,51,488,5295,43,577,-908,239
388470,116,-395,767,524,1339,-1059,239
388475,498,301,2152,653,96,-1130,239
388480,129,4,1806,241,218,-1148,239
388485,-614,-624,-604,660,192,-1036,239
388490,-207,-757,1955,381,-1593,-730,239
388495,419,-1880,6131,226,-2909,-454,239
388500,-39,-288,5034,901,-2069,-206,239
388505,93,-177,6955,-20,-2098,-46,239
388510,5,-1110,6750,-44,-1185,-69,239
388515,-52,-719,7304,83,-530,7,239
388520,382,-110,5938,263,383,128,239
388525,569,203,5130,98,1131,106,239
388530,793,-323,2885,146,1804,80,239
388535,795,1293,2526,-124,1585,182,239
388540,1048,1911,3276,617,990,-104,239
388545,389,-995,887,-338,839,-330,239
388550,449,-1079,3592,-606,-539,34,239
388555,329,738,5202,-369,-639,406,239
388560,79,92,3396,-709,-226,247,239
388565,180,-272,6125,-530,-739,123,239
388570,232,427,5571,-637,-267,71,239
388575,-97,372,4672,-716,396,-177,239
388580,89,-587,4461,-647,378,-436,239
388585,549,188,3955,252,221,-595,239
388590,681,-132,5953,76,192,-746,239
388595,144,-1215,2794,-61,812,-714,239
388600,801,-1089,4058,-624,-87,-335,239
388605,309,302,3486,26,-171,-49,239
388610,-55,29,2572,202,-233,-98,239
388615,329,-177,4474,427,-849,-75,239
388620,7,-33,4006,694,-678,-63,239
388625,-111,58,4285,680,-610,-117,239
388630,87,-220,5779,110,-467,-169,239
388635,257,244,4679,587,151,-259,239
388640,356,-217,6039,267,402,-412,239
388645,240,-650,5351,374,1121,-449,239
388650,223,-356,4864,529,1508,-345,239
388655,424,84,3890,243,1586,-240,239
388660,573,-604,3545,-444,1320,-94,239
388665,493,464,2282,781,689,33,239
388670,273,747,2042,640,-125,33,239
388675,651,113,4366,-492,-972,-2,239
388680,255,-650,4524,-175,-915,-122,239
388685,-43,314,4022,116,-904,-186,239
388690,100,323,5013,173,-1005,-367,239
388695,238,-533,6635,407,-648,-507,239
388700,203,-284,4128,507,317,-489,239
388705,627,-581,6463,-189,426,-435,239
388710,390,-1640,3571,-471,1333,-155,239
388715,298,-359,5481,-86,917,294,239
388720,570,407,4383,213,1181,431,240
388725,551,516,2723,362,1003,453,240
388730,-44,516,2799,703,485,343,240
388735,140,-276,3011,643,116,78,240
388740,642,-634,4340,17,-328,8,240
388745,428,-242,4556,440,-426,-78,240
388750,55,-174,4378,544,-383,-216,240
388755,117,-85,5853,443,-307,-284,240
388760,155,-220,4031,561,236,-341,240
388765,296,-310,4560,600,72,-346,240
388770,101,65,4041,413,184,-164,240
388775,-1,-292,4697,559,117,-34,240
388780,-276,-146,2813,1156,385,25,240
388785,295,33,5572,261,-1,135,240
388790,370,-1202,4307,-753,577,320,240
388795,539,-1316,4158,-1328,267,831,240
388800,537,-2,4340,-195,-282,1066,240
388805,672,919,4236,524,-539,911,240
388810,660,811,4222,-23,-564,819,240
388815,303,180,5111,-620,-469,755,240
388820,-13,678,2904,-493,-234,660,240
388825,421,107,4919,-252,-910,345,240
388830,536,227,4429,345,-628,69,240
388835,329,-251,6297,375,-525,-89,240
388840,464,-472,6314,27,147,-68,240
